wksSinceFirstPurch,socialMediaAdCount36,wksSinceLastPurch,intAdExposureCount12,totalNumProdPurchased,intAdExposureCount36,socialMediaAdCountAll,regionPctCustomers,ID,intAdExposureCountAll,DemHomeOwner,LostCustomer,numOfTotalReturns,customerGender,basktPurchCount12Month,customerSubscrStat,socialMediaAdCount12,custInitiatedContacts,techSupportEval
128.0,16.0,17.0,13.0,20.0,32.0,28.0,41.0,175788.0,72.0,U,0,4,F,1,Platinum,6,3,           2
138.0,16.0,17.0,13.0,18.0,32.0,27.0,32.0,138321.0,64.0,H,1,6,M,1,Platinum,6,3,           2
108.0,5.0,25.0,10.0,4.0,31.0,22.0,37.0,84319.0,50.0,U,0,0,M,5,Platinum,5,2,           5
72.0,17.0,17.0,14.0,8.0,34.0,17.0,41.0,156207.0,42.0,H,1,4,M,1,Platinum,6,2,           2
69.0,5.0,20.0,9.0,3.0,17.0,9.0,33.0,98068.0,25.0,U,0,1,F,5,Gold,4,1,           2
59.0,12.0,23.0,10.0,4.0,26.0,12.0,41.0,74527.0,27.0,U,0,1,M,3,Platinum,6,2,           5
51.0,6.0,15.0,12.0,4.0,23.0,9.0,23.0,47198.0,21.0,H,0,0,M,2,Platinum,5,0,           .
115.0,12.0,19.0,12.0,10.0,31.0,23.0,26.0,94233.0,56.0,H,1,4,M,1,Platinum,6,3,           1
152.0,7.0,18.0,13.0,12.0,14.0,29.0,26.0,69875.0,68.0,U,0,0,F,10,Platinum,6,3,           3
131.0,9.0,22.0,11.0,8.0,27.0,22.0,40.0,76879.0,56.0,H,0,0,F,5,Platinum,4,2,           5
91.0,14.0,22.0,12.0,15.0,30.0,19.0,36.0,23344.0,48.0,H,0,2,F,2,Platinum,6,3,           2
49.0,8.0,17.0,11.0,2.0,22.0,8.0,25.0,69006.0,19.0,H,0,1,F,3,Platinum,5,1,           2
120.0,11.0,4.0,28.0,30.0,45.0,25.0,15.0,11256.0,92.0,U,0,5,U,1,Platinum,5,3,           2
53.0,5.0,18.0,5.0,2.0,11.0,5.0,15.0,187379.0,10.0,U,0,1,F,3,Member,2,1,           5
148.0,4.0,18.0,11.0,11.0,27.0,27.0,27.0,47032.0,66.0,U,0,0,M,5,Platinum,4,3,           3
126.0,17.0,17.0,13.0,11.0,33.0,26.0,35.0,175557.0,59.0,U,0,1,F,2,Platinum,6,3,           2
137.0,15.0,20.0,13.0,11.0,33.0,29.0,15.0,174416.0,71.0,H,0,1,F,5,Platinum,6,2,           4
47.0,7.0,15.0,12.0,2.0,21.0,8.0,18.0,68044.0,18.0,H,0,0,M,3,Gold,5,0,           .
117.0,16.0,21.0,11.0,19.0,31.0,26.0,32.0,175001.0,65.0,H,0,4,F,2,Platinum,6,3,           1
66.0,13.0,16.0,13.0,5.0,30.0,13.0,20.0,184689.0,34.0,H,0,3,M,2,Platinum,6,2,           4
152.0,13.0,23.0,10.0,16.0,29.0,28.0,32.0,68798.0,71.0,U,0,1,M,5,Platinum,4,3,           2
88.0,13.0,18.0,15.0,6.0,32.0,17.0,48.0,44457.0,52.0,H,0,1,M,3,Platinum,6,2,           5
134.0,5.0,4.0,40.0,18.0,40.0,28.0,24.0,9927.0,107.0,U,0,0,M,10,Platinum,5,3,           2
131.0,16.0,7.0,25.0,12.0,46.0,29.0,35.0,185254.0,80.0,H,0,1,M,5,Platinum,6,2,           4
46.0,8.0,21.0,12.0,1.0,20.0,7.0,41.0,113125.0,19.0,U,0,1,M,5,Gold,4,1,           5
98.0,16.0,22.0,12.0,8.0,32.0,21.0,26.0,162378.0,51.0,H,1,2,M,3,Platinum,6,2,           3
72.0,16.0,21.0,12.0,10.0,30.0,16.0,48.0,141123.0,36.0,U,0,5,M,1,Platinum,6,2,           2
150.0,11.0,20.0,12.0,15.0,31.0,29.0,34.0,67827.0,68.0,H,0,2,F,3,Platinum,6,3,           2
50.0,11.0,16.0,14.0,4.0,25.0,9.0,37.0,47279.0,23.0,H,1,4,M,2,Platinum,6,2,           2
88.0,5.0,22.0,11.0,5.0,29.0,17.0,27.0,79787.0,42.0,H,0,0,F,3,Platinum,6,1,           5
52.0,11.0,15.0,12.0,4.0,25.0,10.0,35.0,45974.0,25.0,U,0,2,M,2,Platinum,5,2,           5
96.0,15.0,18.0,14.0,10.0,35.0,22.0,44.0,44647.0,57.0,H,0,1,F,3,Platinum,6,2,           5
95.0,5.0,17.0,11.0,5.0,23.0,14.0,19.0,104312.0,37.0,U,0,0,F,5,Platinum,4,2,           3
87.0,6.0,18.0,13.0,8.0,35.0,19.0,28.0,85261.0,46.0,U,0,0,M,2,Platinum,6,1,           5
41.0,6.0,17.0,10.0,1.0,15.0,5.0,30.0,75647.0,13.0,U,0,1,F,5,Gold,4,1,           5
47.0,5.0,15.0,8.0,2.0,14.0,7.0,44.0,87630.0,13.0,U,0,0,F,5,Gold,5,0,           .
118.0,16.0,19.0,13.0,13.0,33.0,25.0,33.0,178173.0,60.0,U,0,2,U,2,Platinum,6,3,           2
150.0,16.0,18.0,14.0,22.0,33.0,32.0,40.0,174648.0,75.0,U,0,3,F,2,Platinum,6,3,           2
48.0,8.0,23.0,9.0,1.0,18.0,7.0,35.0,180303.0,17.0,H,1,1,F,5,Gold,4,1,           5
146.0,15.0,18.0,15.0,12.0,35.0,30.0,43.0,42998.0,73.0,H,0,1,M,3,Platinum,6,2,           3
73.0,10.0,25.0,10.0,3.0,24.0,12.0,34.0,166442.0,31.0,U,0,1,M,3,Platinum,4,2,           5
78.0,6.0,23.0,14.0,6.0,34.0,18.0,18.0,79663.0,45.0,H,0,0,M,3,Platinum,6,1,           5
75.0,19.0,8.0,26.0,10.0,43.0,23.0,30.0,1519.0,61.0,H,0,4,F,1,Platinum,11,2,           3
62.0,15.0,19.0,12.0,5.0,31.0,14.0,30.0,75375.0,32.0,U,0,1,F,3,Platinum,6,2,           5
45.0,8.0,16.0,11.0,2.0,19.0,7.0,32.0,72787.0,17.0,H,0,1,M,5,Gold,5,1,           5
41.0,7.0,17.0,11.0,1.0,16.0,6.0,50.0,118762.0,14.0,H,0,1,M,5,Gold,5,1,           5
71.0,15.0,18.0,14.0,5.0,31.0,15.0,26.0,15427.0,37.0,H,1,2,M,2,Platinum,6,2,           5
66.0,5.0,18.0,10.0,3.0,29.0,13.0,30.0,98354.0,32.0,U,0,0,F,3,Platinum,5,1,           5
100.0,4.0,18.0,23.0,10.0,42.0,21.0,50.0,6189.0,81.0,H,0,0,F,3,Platinum,4,1,           5
42.0,6.0,18.0,10.0,1.0,15.0,5.0,28.0,59476.0,13.0,U,0,1,F,5,Gold,4,1,           5
97.0,4.0,19.0,7.0,10.0,21.0,17.0,28.0,99418.0,40.0,H,0,0,M,3,Platinum,4,2,           5
120.0,10.0,16.0,11.0,9.0,28.0,22.0,31.0,89175.0,56.0,H,0,3,M,3,Platinum,5,3,           2
98.0,6.0,17.0,13.0,6.0,34.0,23.0,20.0,92950.0,53.0,U,0,0,M,3,Platinum,6,1,           5
105.0,17.0,16.0,12.0,19.0,33.0,24.0,21.0,177649.0,58.0,U,0,5,F,1,Platinum,6,3,           1
45.0,6.0,19.0,11.0,1.0,19.0,7.0,24.0,49859.0,17.0,U,0,0,M,5,Gold,5,0,           .
84.0,5.0,22.0,10.0,3.0,28.0,14.0,32.0,96942.0,38.0,H,0,0,F,5,Platinum,5,1,           5
57.0,15.0,18.0,13.0,4.0,32.0,13.0,40.0,184248.0,31.0,H,0,3,M,3,Platinum,6,2,           5
40.0,7.0,16.0,11.0,1.0,16.0,6.0,21.0,61495.0,14.0,U,0,1,F,5,Gold,5,1,           5
69.0,4.0,19.0,10.0,5.0,30.0,14.0,38.0,73955.0,36.0,H,0,0,M,3,Platinum,4,1,           5
47.0,6.0,18.0,12.0,2.0,20.0,8.0,27.0,50361.0,17.0,H,0,0,F,5,Gold,6,0,           .
105.0,17.0,10.0,24.0,10.0,45.0,23.0,27.0,186013.0,62.0,H,0,1,M,3,Platinum,7,2,           4
41.0,6.0,17.0,10.0,1.0,15.0,5.0,38.0,60262.0,13.0,U,0,1,M,5,Gold,4,1,           5
96.0,5.0,23.0,11.0,6.0,30.0,21.0,32.0,85001.0,50.0,H,0,0,M,5,Platinum,5,2,           5
100.0,16.0,18.0,13.0,12.0,34.0,22.0,22.0,140543.0,58.0,U,0,2,M,3,Platinum,6,2,           2
46.0,9.0,18.0,12.0,3.0,22.0,8.0,29.0,70022.0,19.0,H,0,2,M,2,Gold,6,2,           3
41.0,2.0,17.0,3.0,1.0,5.0,2.0,43.0,189991.0,4.0,U,0,1,F,5,Member,1,1,           5
144.0,16.0,16.0,13.0,20.0,34.0,29.0,48.0,27332.0,66.0,U,1,1,U,2,Platinum,6,3,           1
141.0,14.0,18.0,11.0,15.0,28.0,25.0,36.0,44108.0,58.0,U,0,2,F,2,Platinum,5,3,           4
103.0,16.0,18.0,14.0,11.0,35.0,22.0,36.0,177277.0,54.0,U,0,3,F,1,Platinum,6,2,           3
136.0,16.0,26.0,11.0,20.0,32.0,29.0,53.0,42987.0,69.0,U,0,1,M,3,Platinum,5,3,           3
60.0,15.0,10.0,18.0,5.0,35.0,15.0,43.0,43897.0,37.0,H,0,3,F,2,Gold,9,2,           4
137.0,18.0,14.0,21.0,13.0,42.0,35.0,36.0,1881.0,89.0,U,0,1,M,2,Platinum,8,2,           3
150.0,14.0,20.0,13.0,7.0,30.0,26.0,29.0,49215.0,59.0,U,0,2,F,3,Platinum,6,2,           3
65.0,12.0,17.0,10.0,3.0,27.0,12.0,44.0,177244.0,29.0,U,0,2,F,3,Platinum,4,2,           5
150.0,5.0,18.0,11.0,22.0,30.0,28.0,31.0,46657.0,72.0,H,0,0,M,3,Platinum,4,3,           2
150.0,15.0,18.0,13.0,31.0,32.0,32.0,46.0,175217.0,77.0,U,0,2,F,2,Platinum,6,3,           2
88.0,14.0,18.0,12.0,8.0,31.0,20.0,39.0,44178.0,50.0,H,0,1,M,3,Platinum,6,2,           5
122.0,15.0,23.0,11.0,14.0,31.0,28.0,34.0,45169.0,69.0,H,0,1,F,3,Platinum,5,3,           2
135.0,16.0,19.0,13.0,12.0,32.0,29.0,24.0,18165.0,70.0,U,0,3,F,3,Platinum,6,3,           3
95.0,4.0,4.0,30.0,10.0,30.0,17.0,27.0,9882.0,73.0,H,0,0,F,10,Platinum,4,2,           3
51.0,7.0,18.0,11.0,3.0,24.0,10.0,39.0,67866.0,22.0,U,0,1,F,5,Gold,5,1,           5
130.0,5.0,16.0,12.0,12.0,32.0,26.0,24.0,67445.0,63.0,H,0,0,M,3,Platinum,5,2,           3
52.0,5.0,19.0,6.0,2.0,12.0,5.0,33.0,187453.0,11.0,U,0,2,M,3,Member,2,2,           5
139.0,16.0,18.0,14.0,15.0,34.0,26.0,29.0,26783.0,61.0,H,0,3,F,1,Platinum,6,3,           2
108.0,12.0,19.0,13.0,10.0,31.0,22.0,26.0,88007.0,56.0,U,1,2,F,3,Platinum,6,3,           2
82.0,4.0,24.0,10.0,3.0,27.0,15.0,30.0,78496.0,41.0,H,0,0,F,5,Platinum,4,1,           5
61.0,9.0,15.0,13.0,6.0,28.0,12.0,28.0,47561.0,30.0,H,0,0,F,3,Platinum,6,0,           .
107.0,11.0,15.0,14.0,10.0,26.0,17.0,36.0,67589.0,48.0,H,0,1,M,3,Platinum,6,2,           2
54.0,11.0,19.0,10.0,3.0,24.0,10.0,40.0,183720.0,22.0,H,0,1,M,3,Platinum,4,1,           5
63.0,14.0,19.0,14.0,4.0,31.0,13.0,38.0,174459.0,32.0,H,0,2,F,2,Platinum,6,2,           5
62.0,14.0,17.0,12.0,5.0,27.0,14.0,20.0,143575.0,32.0,H,0,3,F,2,Platinum,6,2,           2
40.0,6.0,16.0,11.0,1.0,16.0,5.0,25.0,71946.0,13.0,U,0,1,M,5,Gold,4,1,           5
152.0,13.0,15.0,10.0,16.0,28.0,23.0,45.0,183877.0,59.0,H,0,4,F,2,Platinum,4,3,           4
100.0,16.0,22.0,11.0,13.0,30.0,22.0,34.0,174995.0,54.0,U,0,2,F,3,Platinum,6,2,           3
43.0,6.0,19.0,9.0,1.0,15.0,5.0,32.0,68586.0,13.0,H,0,1,M,5,Gold,4,1,           5
72.0,12.0,19.0,11.0,5.0,26.0,15.0,33.0,148842.0,36.0,H,1,1,F,3,Platinum,6,2,           3
53.0,12.0,17.0,13.0,8.0,25.0,10.0,45.0,45927.0,25.0,H,0,4,F,1,Platinum,6,2,           2
148.0,15.0,21.0,10.0,28.0,32.0,30.0,25.0,73919.0,73.0,U,1,5,F,1,Platinum,5,3,           1
115.0,4.0,19.0,11.0,5.0,27.0,16.0,33.0,102991.0,43.0,U,0,0,M,3,Platinum,4,2,           5
138.0,11.0,19.0,11.0,10.0,28.0,24.0,24.0,68579.0,62.0,H,0,2,F,3,Platinum,5,3,           2
83.0,6.0,18.0,12.0,4.0,30.0,15.0,30.0,95865.0,40.0,H,0,0,M,5,Platinum,6,1,           5
78.0,6.0,11.0,27.0,7.0,30.0,13.0,35.0,9692.0,62.0,U,0,0,F,10,Platinum,4,1,           5
44.0,4.0,20.0,6.0,1.0,9.0,4.0,35.0,187271.0,9.0,U,0,1,M,5,Member,2,1,           5
76.0,14.0,16.0,12.0,15.0,27.0,17.0,23.0,24117.0,43.0,H,0,5,F,1,Platinum,6,3,           2
45.0,3.0,21.0,4.0,1.0,7.0,3.0,27.0,187297.0,7.0,U,0,1,U,5,Member,1,1,           5
66.0,15.0,20.0,12.0,5.0,32.0,15.0,25.0,120992.0,35.0,H,0,2,F,2,Platinum,6,2,           3
44.0,6.0,20.0,8.0,1.0,15.0,5.0,27.0,148884.0,13.0,H,1,1,M,5,Gold,3,1,           5
93.0,4.0,21.0,10.0,5.0,27.0,17.0,30.0,91780.0,47.0,H,0,0,M,3,Platinum,4,2,           5
98.0,17.0,16.0,14.0,12.0,35.0,22.0,33.0,162277.0,53.0,H,1,2,M,2,Platinum,6,2,           1
111.0,4.0,26.0,29.0,9.0,29.0,20.0,37.0,9817.0,79.0,H,0,0,F,10,Platinum,4,2,           3
64.0,12.0,18.0,10.0,3.0,28.0,11.0,36.0,174001.0,28.0,H,0,2,M,3,Platinum,4,2,           5
59.0,14.0,21.0,13.0,4.0,29.0,13.0,42.0,76904.0,30.0,H,0,2,M,3,Platinum,6,2,           5
151.0,10.0,21.0,8.0,20.0,21.0,25.0,51.0,171064.0,62.0,H,0,1,F,5,Platinum,4,3,           4
64.0,6.0,18.0,13.0,4.0,29.0,12.0,44.0,45482.0,29.0,H,0,0,F,3,Platinum,6,0,           .
69.0,8.0,10.0,21.0,5.0,41.0,17.0,26.0,186164.0,45.0,U,0,0,M,3,Platinum,7,1,           5
80.0,13.0,17.0,15.0,6.0,30.0,15.0,46.0,43764.0,36.0,U,0,1,F,2,Platinum,6,2,           5
56.0,13.0,17.0,14.0,5.0,29.0,11.0,34.0,46845.0,28.0,H,0,2,M,2,Platinum,6,2,           5
71.0,16.0,16.0,12.0,8.0,33.0,17.0,33.0,152089.0,41.0,H,1,4,F,2,Platinum,6,2,           2
107.0,11.0,15.0,7.0,5.0,25.0,16.0,36.0,169809.0,40.0,H,0,1,M,3,Member,3,2,           5
41.0,7.0,17.0,12.0,1.0,17.0,6.0,28.0,76072.0,14.0,U,0,1,F,5,Gold,5,1,           5
84.0,16.0,18.0,14.0,12.0,36.0,19.0,55.0,174897.0,51.0,U,0,5,M,1,Platinum,6,2,           2
64.0,9.0,17.0,12.0,2.0,21.0,11.0,37.0,159485.0,26.0,H,1,1,F,5,Gold,5,1,           5
104.0,14.0,12.0,12.0,8.0,30.0,20.0,51.0,45640.0,50.0,H,0,3,M,2,Platinum,6,2,           4
50.0,10.0,16.0,12.0,3.0,22.0,9.0,31.0,68677.0,22.0,H,0,2,M,3,Platinum,5,2,           2
86.0,7.0,12.0,22.0,6.0,41.0,19.0,19.0,185557.0,57.0,H,0,0,M,5,Platinum,7,1,           5
122.0,14.0,18.0,13.0,9.0,30.0,22.0,16.0,153434.0,56.0,H,1,2,F,3,Platinum,6,2,           3
41.0,7.0,17.0,11.0,1.0,16.0,6.0,38.0,68471.0,14.0,H,0,1,F,5,Gold,5,1,           5
50.0,11.0,22.0,11.0,2.0,24.0,9.0,22.0,72308.0,21.0,H,0,2,F,3,Gold,5,2,           5
151.0,12.0,22.0,8.0,21.0,21.0,26.0,36.0,191753.0,60.0,U,0,2,M,3,Platinum,3,3,           4
79.0,6.0,20.0,12.0,7.0,33.0,18.0,31.0,91457.0,45.0,H,0,0,F,5,Platinum,6,1,           5
125.0,8.0,20.0,6.0,13.0,18.0,18.0,36.0,51679.0,39.0,U,0,3,F,2,Platinum,3,3,           2
54.0,11.0,19.0,12.0,4.0,24.0,9.0,30.0,68846.0,23.0,H,0,1,F,2,Platinum,6,1,           3
92.0,17.0,17.0,13.0,13.0,34.0,23.0,35.0,27347.0,58.0,H,0,4,U,2,Platinum,6,2,           2
120.0,4.0,25.0,10.0,7.0,23.0,20.0,45.0,76905.0,51.0,H,0,0,F,5,Platinum,4,2,           5
119.0,5.0,19.0,12.0,5.0,28.0,22.0,27.0,90648.0,52.0,U,0,0,F,5,Platinum,4,2,           5
82.0,15.0,22.0,12.0,7.0,32.0,17.0,35.0,45826.0,42.0,H,0,2,F,3,Platinum,6,2,           5
58.0,8.0,19.0,11.0,2.0,26.0,10.0,28.0,17385.0,25.0,U,0,1,M,3,Platinum,4,1,           5
125.0,17.0,20.0,13.0,13.0,35.0,26.0,41.0,43953.0,66.0,H,0,2,M,2,Platinum,6,2,           3
137.0,11.0,23.0,11.0,21.0,28.0,30.0,45.0,10985.0,76.0,U,0,2,F,3,Platinum,4,3,           2
102.0,17.0,17.0,15.0,22.0,37.0,24.0,45.0,45259.0,65.0,U,0,2,F,2,Platinum,6,3,           2
96.0,16.0,22.0,13.0,9.0,34.0,22.0,33.0,46203.0,54.0,H,0,1,M,3,Platinum,6,2,           3
139.0,16.0,22.0,12.0,21.0,34.0,30.0,40.0,44319.0,76.0,H,0,1,M,3,Platinum,6,2,           3
140.0,15.0,16.0,12.0,15.0,32.0,29.0,37.0,46070.0,72.0,H,0,2,F,3,Platinum,5,3,           3
71.0,6.0,18.0,12.0,3.0,31.0,16.0,32.0,19402.0,36.0,H,0,0,M,5,Platinum,6,1,           5
69.0,16.0,14.0,13.0,6.0,33.0,16.0,28.0,115236.0,39.0,U,1,2,F,2,Platinum,7,2,           1
80.0,14.0,5.0,20.0,10.0,41.0,18.0,31.0,185733.0,52.0,U,0,4,F,2,Platinum,6,2,           4
124.0,9.0,17.0,12.0,15.0,29.0,25.0,27.0,50933.0,61.0,H,0,0,F,3,Platinum,6,2,           3
64.0,14.0,21.0,13.0,2.0,31.0,14.0,34.0,184701.0,35.0,H,0,1,F,5,Platinum,6,1,           5
52.0,6.0,18.0,12.0,2.0,25.0,10.0,17.0,67575.0,24.0,U,0,0,M,3,Platinum,6,0,           .
87.0,9.0,14.0,15.0,8.0,27.0,14.0,27.0,11051.0,54.0,H,0,1,M,2,Platinum,5,2,           2
70.0,11.0,20.0,11.0,8.0,24.0,15.0,38.0,25300.0,36.0,H,1,1,M,5,Gold,4,1,           5
60.0,12.0,21.0,10.0,2.0,28.0,11.0,28.0,18183.0,28.0,U,0,2,F,3,Platinum,4,2,           5
68.0,4.0,21.0,9.0,4.0,28.0,13.0,27.0,85826.0,34.0,U,0,0,F,3,Platinum,6,1,           5
44.0,8.0,18.0,10.0,2.0,18.0,7.0,21.0,67461.0,16.0,U,0,1,U,5,Gold,4,1,           5
68.0,17.0,16.0,14.0,14.0,34.0,17.0,29.0,55968.0,40.0,H,0,6,F,1,Platinum,6,3,           2
45.0,7.0,21.0,10.0,1.0,17.0,6.0,43.0,98167.0,15.0,H,0,1,M,5,Gold,4,1,           5
99.0,11.0,18.0,12.0,10.0,24.0,19.0,35.0,71904.0,49.0,U,0,1,F,5,Platinum,6,3,           4
43.0,7.0,19.0,12.0,1.0,17.0,6.0,20.0,166534.0,15.0,H,0,1,F,5,Gold,4,1,           5
70.0,4.0,25.0,10.0,3.0,28.0,13.0,31.0,103523.0,31.0,U,0,0,F,5,Platinum,4,1,           5
146.0,13.0,16.0,17.0,28.0,35.0,31.0,23.0,10343.0,92.0,U,0,1,M,3,Platinum,5,3,           2
90.0,21.0,9.0,29.0,17.0,48.0,34.0,33.0,935.0,94.0,H,0,5,M,1,Platinum,11,3,           4
145.0,15.0,19.0,14.0,18.0,32.0,29.0,43.0,45958.0,73.0,U,0,1,M,5,Platinum,5,3,           2
86.0,4.0,19.0,10.0,5.0,25.0,15.0,25.0,17246.0,43.0,U,0,0,M,5,Platinum,4,2,           5
112.0,4.0,18.0,12.0,5.0,26.0,16.0,33.0,102988.0,43.0,U,0,0,F,5,Platinum,4,2,           5
93.0,20.0,14.0,24.0,8.0,45.0,30.0,34.0,2059.0,79.0,H,0,1,F,3,Platinum,9,2,           4
91.0,15.0,18.0,13.0,8.0,32.0,19.0,54.0,44345.0,51.0,H,0,1,M,3,Platinum,6,2,           5
61.0,8.0,21.0,9.0,5.0,19.0,9.0,20.0,164742.0,24.0,H,0,1,U,5,Gold,3,1,           5
68.0,13.0,16.0,13.0,6.0,30.0,14.0,30.0,19604.0,37.0,H,1,2,F,3,Member,3,2,           5
152.0,17.0,23.0,13.0,18.0,34.0,34.0,37.0,45740.0,82.0,H,0,3,M,2,Platinum,6,3,           4
153.0,14.0,15.0,12.0,15.0,32.0,31.0,25.0,47801.0,75.0,U,0,1,M,3,Platinum,5,3,           2
56.0,8.0,15.0,10.0,4.0,22.0,7.0,24.0,86690.0,23.0,H,0,2,M,2,Platinum,4,2,           2
139.0,7.0,22.0,11.0,9.0,25.0,20.0,25.0,17289.0,52.0,H,0,0,F,5,Platinum,4,2,           5
129.0,5.0,18.0,12.0,11.0,30.0,23.0,23.0,68319.0,56.0,H,0,0,F,3,Platinum,5,2,           2
65.0,9.0,18.0,14.0,5.0,33.0,13.0,27.0,81872.0,36.0,H,0,0,M,3,Platinum,6,1,           5
66.0,16.0,18.0,13.0,8.0,34.0,16.0,42.0,111183.0,38.0,H,0,2,F,2,Platinum,6,2,           2
86.0,5.0,15.0,12.0,5.0,32.0,20.0,24.0,93588.0,46.0,U,0,0,M,3,Member,5,1,           5
56.0,10.0,19.0,13.0,4.0,26.0,11.0,35.0,52369.0,26.0,U,0,2,M,2,Platinum,6,2,           2
132.0,16.0,20.0,12.0,10.0,33.0,26.0,24.0,26514.0,63.0,H,0,1,M,3,Platinum,6,3,           3
110.0,6.0,20.0,12.0,5.0,24.0,15.0,29.0,89422.0,42.0,H,0,0,F,3,Platinum,6,1,           5
80.0,13.0,16.0,10.0,11.0,27.0,14.0,31.0,174278.0,35.0,U,0,4,F,1,Platinum,4,3,           4
45.0,9.0,18.0,12.0,2.0,20.0,7.0,18.0,75676.0,17.0,H,0,2,M,3,Gold,6,2,           5
81.0,4.0,22.0,11.0,4.0,25.0,13.0,21.0,82867.0,37.0,U,0,0,F,3,Platinum,4,1,           5
141.0,14.0,16.0,13.0,15.0,32.0,31.0,41.0,45704.0,73.0,H,0,2,M,3,Platinum,6,3,           4
117.0,17.0,20.0,13.0,16.0,34.0,30.0,44.0,177590.0,74.0,H,0,3,M,2,Platinum,6,3,           2
41.0,6.0,17.0,10.0,1.0,15.0,5.0,17.0,69325.0,13.0,H,0,1,F,5,Gold,4,1,           5
116.0,5.0,24.0,11.0,8.0,27.0,20.0,24.0,10809.0,66.0,H,0,0,F,5,Platinum,4,2,           5
67.0,15.0,16.0,14.0,11.0,34.0,15.0,34.0,52507.0,39.0,U,0,2,F,1,Platinum,6,2,           2
62.0,10.0,21.0,11.0,8.0,25.0,13.0,41.0,146465.0,32.0,H,1,0,F,5,Gold,4,0,           .
127.0,5.0,20.0,11.0,11.0,31.0,26.0,25.0,70186.0,64.0,H,0,0,F,3,Platinum,5,2,           2
150.0,12.0,26.0,9.0,20.0,28.0,32.0,15.0,67723.0,72.0,U,0,1,F,3,Platinum,4,3,           2
103.0,13.0,18.0,12.0,7.0,29.0,20.0,39.0,47272.0,52.0,H,0,1,F,5,Platinum,6,2,           3
90.0,7.0,19.0,12.0,4.0,28.0,17.0,26.0,84551.0,46.0,H,0,0,F,3,Platinum,6,2,           5
72.0,5.0,20.0,8.0,3.0,16.0,8.0,29.0,75178.0,25.0,U,0,0,M,5,Gold,4,0,           .
78.0,14.0,6.0,18.0,14.0,34.0,17.0,33.0,186398.0,48.0,H,0,4,F,1,Platinum,6,3,           1
44.0,3.0,20.0,8.0,1.0,14.0,4.0,40.0,74531.0,12.0,H,0,0,M,5,Gold,3,0,           .
53.0,11.0,16.0,12.0,3.0,25.0,10.0,1.0,46367.0,25.0,H,0,3,F,3,Platinum,5,2,           5
109.0,15.0,17.0,13.0,12.0,31.0,22.0,33.0,24900.0,56.0,U,0,5,M,2,Platinum,6,3,           2
53.0,11.0,16.0,12.0,4.0,24.0,9.0,24.0,86186.0,22.0,H,0,1,M,3,Platinum,5,1,           3
47.0,8.0,18.0,13.0,3.0,23.0,8.0,20.0,15158.0,21.0,H,0,0,F,5,Gold,4,0,           .
62.0,14.0,6.0,15.0,4.0,31.0,13.0,39.0,187048.0,31.0,H,0,1,M,3,Platinum,6,2,           5
130.0,7.0,24.0,11.0,10.0,31.0,26.0,27.0,102544.0,61.0,U,0,0,U,3,Platinum,5,3,           4
68.0,17.0,18.0,14.0,5.0,35.0,17.0,31.0,16888.0,40.0,U,0,1,F,5,Platinum,6,2,           5
142.0,14.0,14.0,21.0,31.0,38.0,29.0,31.0,190664.0,91.0,U,0,2,M,3,Platinum,4,3,           4
116.0,5.0,24.0,11.0,10.0,32.0,26.0,31.0,96866.0,66.0,H,0,0,M,3,Platinum,5,2,           4
108.0,7.0,16.0,14.0,10.0,34.0,25.0,36.0,68448.0,59.0,U,0,0,F,3,Platinum,7,2,           2
87.0,16.0,19.0,30.0,4.0,49.0,20.0,39.0,14485.0,69.0,U,0,1,M,3,Platinum,6,2,           5
120.0,16.0,19.0,12.0,21.0,31.0,28.0,30.0,175012.0,66.0,H,0,4,F,2,Platinum,6,3,           1
116.0,14.0,19.0,11.0,18.0,30.0,23.0,42.0,181180.0,58.0,U,0,3,F,1,Platinum,6,3,           1
129.0,13.0,15.0,9.0,10.0,19.0,20.0,42.0,161031.0,32.0,H,0,4,M,2,Platinum,5,3,           2
65.0,12.0,17.0,9.0,7.0,20.0,11.0,50.0,173283.0,25.0,H,0,4,M,2,Platinum,4,2,           4
70.0,4.0,25.0,10.0,3.0,21.0,11.0,33.0,17624.0,23.0,H,0,0,F,5,Platinum,4,1,           5
102.0,9.0,23.0,6.0,6.0,17.0,13.0,45.0,69883.0,31.0,U,0,2,M,3,Platinum,3,2,           3
87.0,13.0,16.0,14.0,7.0,32.0,17.0,39.0,46143.0,45.0,U,0,1,F,3,Platinum,6,2,           3
109.0,6.0,25.0,11.0,6.0,32.0,23.0,24.0,90528.0,56.0,H,0,0,F,5,Platinum,6,2,           5
97.0,17.0,23.0,12.0,19.0,34.0,24.0,54.0,43280.0,60.0,H,0,3,F,2,Platinum,6,3,           3
41.0,4.0,16.0,11.0,1.0,16.0,5.0,35.0,165393.0,14.0,H,1,0,M,5,Gold,4,0,           .
114.0,5.0,17.0,11.0,9.0,29.0,21.0,33.0,67971.0,52.0,H,0,0,F,3,Platinum,6,2,           3
62.0,17.0,19.0,23.0,8.0,37.0,19.0,37.0,2245.0,52.0,H,0,2,F,3,Gold,11,2,           3
92.0,5.0,15.0,30.0,7.0,30.0,15.0,32.0,9904.0,65.0,H,0,0,M,10,Platinum,5,2,           5
52.0,10.0,10.0,19.0,3.0,30.0,9.0,44.0,186302.0,29.0,U,0,1,M,5,Gold,5,1,           5
